num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent
1,0,False,1,c8369_00000,2025-12-17_18-49-35,1765977575,61.96859574317932,61.96859574317932,26980,LAPTOP-HQRQ0VAR,127.0.0.1,61.96859574317932,1,60.388931199999206,3.559999822755344e-05,60.38834009999846,60.38820210000267,0,0,0,25.89662921348314,87.77865168539326
1,0,False,2,c8369_00000,2025-12-17_18-49-37,1765977577,1.9055051803588867,63.87410092353821,26980,LAPTOP-HQRQ0VAR,127.0.0.1,63.87410092353821,2,59.80408407299921,0.019069221998215653,59.78446118399847,59.78432366200264,0,0,0,56.300000000000004,78.3
1,0,False,3,c8369_00000,2025-12-17_18-49-39,1765977579,1.9584498405456543,65.83255076408386,26980,LAPTOP-HQRQ0VAR,127.0.0.1,65.83255076408386,3,59.22561931226919,0.038448910778245776,59.18661976515849,59.18648293438258,0,0,0,25.46666666666667,80.26666666666667
1,0,False,4,c8369_00000,2025-12-17_18-49-41,1765977581,1.9545986652374268,67.78714942932129,26980,LAPTOP-HQRQ0VAR,127.0.0.1,67.78714942932129,4,58.6529242971465,0.05761836667047025,58.594758003506925,58.59462183003874,0,0,0,34.4,82.10000000000001
1,0,False,5,c8369_00000,2025-12-17_18-49-43,1765977583,1.96812105178833,69.75527048110962,26980,LAPTOP-HQRQ0VAR,127.0.0.1,69.75527048110962,5,58.08606222417502,0.07670310200374546,58.00881423747187,58.00867892573838,0,0,0,34.63333333333333,84.26666666666667
1,0,False,6,c8369_00000,2025-12-17_18-49-45,1765977585,1.9691495895385742,71.7244200706482,26980,LAPTOP-HQRQ0VAR,127.0.0.1,71.7244200706482,6,57.524867943933295,0.09559650698372085,57.42872922009715,57.42859479148098,0,0,0,32.06666666666666,86.56666666666666
1,0,False,7,c8369_00000,2025-12-17_18-49-47,1765977587,1.9219732284545898,73.64639329910278,26980,LAPTOP-HQRQ0VAR,127.0.0.1,73.64639329910278,7,56.96882949449399,0.11384614891388715,56.85444447989619,56.85431095456617,0,0,0,34.1,86.9
1,0,False,8,c8369_00000,2025-12-17_18-49-49,1765977589,1.969822883605957,75.61621618270874,26980,LAPTOP-HQRQ0VAR,127.0.0.1,75.61621618270874,8,56.41885685654906,0.13241619842477448,56.285903758097234,56.285770790020514,0,0,0,31.566666666666666,87.76666666666667
1,0,False,9,c8369_00000,2025-12-17_18-49-51,1765977591,1.9790058135986328,77.59522199630737,26980,LAPTOP-HQRQ0VAR,127.0.0.1,77.59522199630737,9,55.87445294198357,0.15086750544054142,55.72305084251628,55.72291837112031,0,0,0,20.233333333333334,88.59999999999998
1,0,False,10,c8369_00000,2025-12-17_18-50-53,1765977653,62.23485565185547,139.83007764816284,26980,LAPTOP-HQRQ0VAR,127.0.0.1,139.83007764816284,10,55.919190088563745,0.14957217038614534,55.769085822091114,55.76895300140913,0,2,0,10.398876404494382,89.65393258426965
1,0,False,11,c8369_00000,2025-12-17_18-50-55,1765977655,1.985647201538086,141.81572484970093,26980,LAPTOP-HQRQ0VAR,127.0.0.1,141.81572484970093,11,55.3798449076781,0.1679152956823121,55.21139927487022,55.21126688139503,0,2,0,35.56666666666667,81.89999999999999
1,0,False,12,c8369_00000,2025-12-17_18-50-57,1765977657,1.9761428833007812,143.7918677330017,26980,LAPTOP-HQRQ0VAR,127.0.0.1,143.7918677330017,12,54.84577188860132,0.18595282572549499,54.65929213412152,54.65915624958105,0,2,0,30.799999999999997,85.06666666666666
1,0,False,13,c8369_00000,2025-12-17_18-50-59,1765977659,1.9643630981445312,145.75623083114624,26980,LAPTOP-HQRQ0VAR,127.0.0.1,145.75623083114624,13,54.3169452297153,0.20371714746822908,54.112703360780316,54.112568069085235,0,2,0,36.56666666666667,87.90000000000002
1,0,False,14,c8369_00000,2025-12-17_18-51-01,1765977661,1.94527268409729,147.70150351524353,26980,LAPTOP-HQRQ0VAR,127.0.0.1,147.70150351524353,14,53.79322386741815,0.22112071399352246,53.57158074717248,53.571446104394376,0,2,0,38.3,88.90000000000002
1,0,False,15,c8369_00000,2025-12-17_18-51-03,1765977663,1.9736764430999756,149.6751799583435,26980,LAPTOP-HQRQ0VAR,127.0.0.1,149.6751799583435,15,53.27502511574398,0.23863459785358748,53.03587005770077,53.03573602535044,0,2,0,44.15,90.1
1,0,False,16,c8369_00000,2025-12-17_18-51-05,1765977665,1.98667573928833,151.66185569763184,26980,LAPTOP-HQRQ0VAR,127.0.0.1,151.66185569763184,16,52.762147925586575,0.2561137388750762,52.50551583412376,52.50538225809694,0,2,0,29.833333333333332,90.93333333333334
